Date,Hostname,Process,IdProcess,Message,Anomaly
2024-12-16T17:09:41.242558+01:00,hilbert02,gnome-shell,2050.0,"Object Gdm.UserVerifierProxy (0x55bff5588600), has been already disposed — impossible to access it. This might be caused by the object having been destroyed from C code using something such as destroy(), dispose(), or remove() vfuncs.",-1
2024-12-16T14:09:28.373121+01:00,hilbert02,gnome-shell,1456.0,Extension launch-new-instance@gnome-shell-extensions.gcampax.github.com already installed in /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com. /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com will not be loaded,-1
2024-12-16T14:10:02.178839+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.portal.Desktop' unit='xdg-desktop-portal.service' requested by ':1.72' (uid=1000 pid=2326 comm=""/usr/bin/gnome-software --gapplication-service"")",-1
2024-12-16T14:10:02.239851+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.portal.Documents' unit='xdg-document-portal.service' requested by ':1.75' (uid=1000 pid=2465 comm=""/usr/libexec/xdg-desktop-portal"")",-1
2024-12-16T14:10:02.296467+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.impl.portal.desktop.gnome' unit='xdg-desktop-portal-gnome.service' requested by ':1.75' (uid=1000 pid=2465 comm=""/usr/libexec/xdg-desktop-portal"")",-1
2024-12-16T14:10:03.087664+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.impl.portal.desktop.gtk' unit='xdg-desktop-portal-gtk.service' requested by ':1.75' (uid=1000 pid=2465 comm=""/usr/libexec/xdg-desktop-portal"")",-1
2024-12-16T14:09:57.094757+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Files' unit='tracker-miner-fs-3.service' requested by ':1.4' (uid=1000 pid=1868 comm=""/usr/libexec/tracker-extract-3"")",-1
2024-12-16T14:09:57.430678+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.UDisks2VolumeMonitor' unit='gvfs-udisks2-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:25.817897+01:00,hilbert02,dbus-daemon,1410.0,"[session uid=112 pid=1410] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Files' unit='tracker-miner-fs-3.service' requested by ':1.5' (uid=112 pid=1405 comm=""/usr/libexec/tracker-extract-3"")",-1
2024-12-16T14:09:28.373121+01:00,hilbert02,gnome-shell,1456.0,Extension launch-new-instance@gnome-shell-extensions.gcampax.github.com already installed in /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com. /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com will not be loaded,-1
2024-12-16T14:09:57.562883+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.GoaVolumeMonitor' unit='gvfs-goa-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.767668+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.GPhoto2VolumeMonitor' unit='gvfs-gphoto2-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.828285+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.AfcVolumeMonitor' unit='gvfs-afc-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.862670+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.MTPVolumeMonitor' unit='gvfs-mtp-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:10:00.300250+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.impl.portal.PermissionStore' unit='xdg-permission-store.service' requested by ':1.37' (uid=1000 pid=2050 comm=""/usr/bin/gnome-shell"")",-1
2024-12-16T14:45:55.739963+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:51:25.298347+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:53:50.713126+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:59:13.497422+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:59:57.890606+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:06:56.232212+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:07:12.948155+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:18:11.129050+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:19:23.904026+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:22:18.437450+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:28:31.371873+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:29:00.838238+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:29:24.919625+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:48:12.570924+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:49:03.296883+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:52:08.293744+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:53:02.242647+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T15:55:07.893071+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T16:06:57.747752+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T16:08:07.210146+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T16:11:21.310486+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:28.373121+01:00,hilbert02,gnome-shell,1456.0,Extension launch-new-instance@gnome-shell-extensions.gcampax.github.com already installed in /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com. /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com will not be loaded,-1
2024-12-16T14:09:25.817897+01:00,hilbert02,dbus-daemon,1410.0,"[session uid=112 pid=1410] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Files' unit='tracker-miner-fs-3.service' requested by ':1.5' (uid=112 pid=1405 comm=""/usr/libexec/tracker-extract-3"")",-1
2024-12-16T14:09:28.373121+01:00,hilbert02,gnome-shell,1456.0,Extension launch-new-instance@gnome-shell-extensions.gcampax.github.com already installed in /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com. /usr/share/gnome-shell/extensions/launch-new-instance@gnome-shell-extensions.gcampax.github.com will not be loaded,-1
2024-12-16T14:09:57.094757+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Files' unit='tracker-miner-fs-3.service' requested by ':1.4' (uid=1000 pid=1868 comm=""/usr/libexec/tracker-extract-3"")",-1
2024-12-16T14:09:57.430678+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.UDisks2VolumeMonitor' unit='gvfs-udisks2-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.562883+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.GoaVolumeMonitor' unit='gvfs-goa-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.767668+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.GPhoto2VolumeMonitor' unit='gvfs-gphoto2-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.828285+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.AfcVolumeMonitor' unit='gvfs-afc-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:09:57.862670+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.gtk.vfs.MTPVolumeMonitor' unit='gvfs-mtp-volume-monitor.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:10:00.300250+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.impl.portal.PermissionStore' unit='xdg-permission-store.service' requested by ':1.37' (uid=1000 pid=2050 comm=""/usr/bin/gnome-shell"")",-1
2024-12-16T14:10:02.178839+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.portal.Desktop' unit='xdg-desktop-portal.service' requested by ':1.72' (uid=1000 pid=2326 comm=""/usr/bin/gnome-software --gapplication-service"")",-1
2024-12-16T14:10:02.239851+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.portal.Documents' unit='xdg-document-portal.service' requested by ':1.75' (uid=1000 pid=2465 comm=""/usr/libexec/xdg-desktop-portal"")",-1
2024-12-16T14:10:02.296467+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.impl.portal.desktop.gnome' unit='xdg-desktop-portal-gnome.service' requested by ':1.75' (uid=1000 pid=2465 comm=""/usr/libexec/xdg-desktop-portal"")",-1
2024-12-16T14:10:03.087664+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.impl.portal.desktop.gtk' unit='xdg-desktop-portal-gtk.service' requested by ':1.75' (uid=1000 pid=2465 comm=""/usr/libexec/xdg-desktop-portal"")",-1
2024-12-16T14:45:55.739963+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:51:25.298347+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
2024-12-16T14:53:50.713126+01:00,hilbert02,dbus-daemon,1878.0,"[session uid=1000 pid=1878] Activating via systemd: service name='org.freedesktop.Tracker3.Miner.Extract' unit='tracker-extract-3.service' requested by ':1.12' (uid=1000 pid=1940 comm=""/usr/libexec/tracker-miner-fs-3"")",-1
